A1;7.90;0;2022-07-02 16:00:05.883715
A1;8.19;0;2022-07-02 16:00:11.665091
A1;7.93;0;2022-07-02 16:00:16.846740
A1;8.21;0;2022-07-02 16:00:21.942370
A1;8.20;0;2022-07-02 16:00:27.465125
A1;8.14;0;2022-07-02 16:00:33.284426
A1;7.90;0;2022-07-02 16:00:38.798777
A1;7.94;0;2022-07-02 16:00:44.609834
A1;8.24;0;2022-07-02 16:00:50.176815
A1;8.13;0;2022-07-02 16:00:55.181362
A1;8.08;0;2022-07-02 16:01:00.805985
A1;7.92;0;2022-07-02 16:01:06.241282
A1;7.91;0;2022-07-02 16:01:11.727110
A1;7.94;0;2022-07-02 16:01:16.857065
A1;8.13;0;2022-07-02 16:01:22.532961
A1;7.98;0;2022-07-02 16:01:28.446550
A1;8.18;0;2022-07-02 16:01:34.025281
A1;8.08;0;2022-07-02 16:01:39.039862
A1;8.13;0;2022-07-02 16:01:44.974506
A1;8.20;0;2022-07-02 16:01:50.297682
A1;8.15;0;2022-07-02 16:01:56.031517
A1;7.96;0;2022-07-02 16:02:01.285896
A1;8.22;0;2022-07-02 16:02:07.087598
A1;8.04;0;2022-07-02 16:02:12.585236
A1;8.21;0;2022-07-02 16:02:18.576940
A1;8.21;0;2022-07-02 16:02:23.666707
A1;7.94;0;2022-07-02 16:02:29.262454
A1;8.00;0;2022-07-02 16:02:34.834464
A1;7.99;0;2022-07-02 16:02:40.681946
A1;7.96;0;2022-07-02 16:02:46.188943
A1;8.07;0;2022-07-02 16:02:51.709190
A1;8.06;0;2022-07-02 16:02:56.926893
A1;8.14;0;2022-07-02 16:03:01.940876
A1;7.93;0;2022-07-02 16:03:07.611229
A1;8.23;0;2022-07-02 16:03:13.439289
A1;7.96;0;2022-07-02 16:03:19.337909
A1;8.16;0;2022-07-02 16:03:24.345001
A1;8.04;0;2022-07-02 16:03:30.313608
A1;8.13;0;2022-07-02 16:03:36.207146
A1;7.94;0;2022-07-02 16:03:41.649504
A1;8.20;0;2022-07-02 16:03:46.990107
A1;8.05;0;2022-07-02 16:03:52.471964
A1;8.01;0;2022-07-02 16:03:57.867024
A1;8.21;0;2022-07-02 16:04:03.436019
A1;7.96;0;2022-07-02 16:04:08.488769
A1;7.92;0;2022-07-02 16:04:13.885531
A1;8.08;0;2022-07-02 16:04:19.706865
A1;7.92;0;2022-07-02 16:04:25.679404
A1;8.11;0;2022-07-02 16:04:31.031972
A1;8.02;0;2022-07-02 16:04:36.084299
A1;8.03;0;2022-07-02 16:04:41.538939
A1;8.16;0;2022-07-02 16:04:47.053316
A1;7.90;0;2022-07-02 16:04:52.404841
A1;7.97;0;2022-07-02 16:04:58.362964
A1;7.99;0;2022-07-02 16:05:03.948452
A1;8.13;0;2022-07-02 16:05:09.892291
A1;8.15;0;2022-07-02 16:05:15.183387
A1;8.23;0;2022-07-02 16:05:20.223153
A1;7.94;0;2022-07-02 16:05:25.258794
A1;7.96;0;2022-07-02 16:05:31.027507
A1;7.97;0;2022-07-02 16:05:36.407576
A1;7.97;0;2022-07-02 16:05:42.318951
A1;8.21;0;2022-07-02 16:05:47.923657
A1;8.03;0;2022-07-02 16:05:53.332570
A1;8.19;0;2022-07-02 16:05:58.698158
A1;7.93;0;2022-07-02 16:06:03.884186
A1;7.92;0;2022-07-02 16:06:09.223545
A1;8.24;0;2022-07-02 16:06:14.258949
A1;8.17;0;2022-07-02 16:06:20.030430
A1;8.20;0;2022-07-02 16:06:25.947489
A1;8.15;0;2022-07-02 16:06:31.655436
A1;8.05;0;2022-07-02 16:06:37.609573
A1;8.10;0;2022-07-02 16:06:42.620883
A1;8.01;0;2022-07-02 16:06:47.670685
A1;8.02;0;2022-07-02 16:06:53.545653
A1;8.01;0;2022-07-02 16:06:58.624854
A1;7.96;0;2022-07-02 16:07:04.583607
A1;7.99;0;2022-07-02 16:07:10.356116
A1;7.98;0;2022-07-02 16:07:15.865714
A1;8.00;0;2022-07-02 16:07:21.702678
A1;8.20;0;2022-07-02 16:07:26.845754
A1;8.17;0;2022-07-02 16:07:32.393849
A1;8.16;0;2022-07-02 16:07:37.750765
A1;8.02;0;2022-07-02 16:07:43.684361
A1;8.22;0;2022-07-02 16:07:49.615740
A1;8.18;0;2022-07-02 16:07:55.089588
A1;7.89;0;2022-07-02 16:08:00.836480
A1;8.00;0;2022-07-02 16:08:06.042431
A1;8.04;0;2022-07-02 16:08:11.732252
A1;8.21;0;2022-07-02 16:08:17.135920
A1;8.11;0;2022-07-02 16:08:22.877739
A1;8.20;0;2022-07-02 16:08:28.027638
A1;8.24;0;2022-07-02 16:08:33.403219
A1;8.12;0;2022-07-02 16:08:38.618288
A1;8.13;0;2022-07-02 16:08:44.608901
A1;8.21;0;2022-07-02 16:08:50.065122
A1;8.18;0;2022-07-02 16:08:55.655292
A1;8.03;0;2022-07-02 16:09:01.602903
A1;7.91;0;2022-07-02 16:09:07.531442
A1;7.94;0;2022-07-02 16:09:13.019359
A1;7.89;0;2022-07-02 16:09:18.448195
A1;8.19;0;2022-07-02 16:09:23.982146
A1;8.00;0;2022-07-02 16:09:29.463201
A1;7.94;0;2022-07-02 16:09:35.179303
A1;8.04;0;2022-07-02 16:09:40.588175
A1;8.21;0;2022-07-02 16:09:46.375500
A1;8.06;0;2022-07-02 16:09:51.634700
A1;8.15;0;2022-07-02 16:09:57.414994
A1;7.95;0;2022-07-02 16:10:02.419079
A1;7.96;0;2022-07-02 16:10:07.985137
A1;8.19;0;2022-07-02 16:10:13.297026
A1;8.11;0;2022-07-02 16:10:18.679241
A1;7.90;0;2022-07-02 16:10:24.636906
A1;8.13;0;2022-07-02 16:10:30.340311
A1;8.04;0;2022-07-02 16:10:36.312487
A1;8.22;0;2022-07-02 16:10:41.738863
A1;8.08;0;2022-07-02 16:10:47.334099
A1;8.10;0;2022-07-02 16:10:52.369253
A1;7.97;0;2022-07-02 16:10:57.973349
A1;8.05;0;2022-07-02 16:11:03.676412
A1;7.93;0;2022-07-02 16:11:09.596598
A1;7.90;0;2022-07-02 16:11:14.740909
A1;8.09;0;2022-07-02 16:11:19.978939
A1;8.13;0;2022-07-02 16:11:25.932840
A1;8.07;0;2022-07-02 16:11:30.968240
A1;8.16;0;2022-07-02 16:11:36.231080
A1;8.24;0;2022-07-02 16:11:41.725343
A1;7.91;0;2022-07-02 16:11:46.834431
A1;7.95;0;2022-07-02 16:11:52.343181
A1;7.89;0;2022-07-02 16:11:57.430704
A1;8.00;0;2022-07-02 16:12:03.099059
A1;8.23;0;2022-07-02 16:12:08.469378
A1;8.15;0;2022-07-02 16:12:14.448492
A1;8.11;0;2022-07-02 16:12:20.384170
A1;8.11;0;2022-07-02 16:12:25.575781
A1;8.02;0;2022-07-02 16:12:30.846612
A1;8.12;0;2022-07-02 16:12:36.263348
A1;7.98;0;2022-07-02 16:12:41.323237
A1;7.91;0;2022-07-02 16:12:46.399878
A1;7.91;0;2022-07-02 16:12:52.368579
A1;7.99;0;2022-07-02 16:12:57.735204
A1;8.01;0;2022-07-02 16:13:02.996025
A1;7.89;0;2022-07-02 16:13:08.531447
A1;8.01;0;2022-07-02 16:13:13.566410
A1;7.98;0;2022-07-02 16:13:18.585456
A1;8.08;0;2022-07-02 16:13:23.856934
A1;8.04;0;2022-07-02 16:13:29.063640
A1;8.21;0;2022-07-02 16:13:34.887080
A1;8.02;0;2022-07-02 16:13:40.373169
A1;7.90;0;2022-07-02 16:13:45.657896
A1;8.02;0;2022-07-02 16:13:51.290069
A1;8.15;0;2022-07-02 16:13:57.117241
A1;8.20;0;2022-07-02 16:14:02.517910
A1;8.02;0;2022-07-02 16:14:07.811268
A1;8.11;0;2022-07-02 16:14:13.632943
A1;7.98;0;2022-07-02 16:14:19.172732
A1;7.95;0;2022-07-02 16:14:24.228737
A1;7.98;0;2022-07-02 16:14:29.521768
A1;8.00;0;2022-07-02 16:14:34.603813
A1;8.06;0;2022-07-02 16:14:40.247317
A1;8.16;0;2022-07-02 16:14:45.802502
A1;8.09;0;2022-07-02 16:14:51.290443
A1;7.96;0;2022-07-02 16:14:56.853593
A1;8.09;0;2022-07-02 16:15:01.877644
A1;7.91;0;2022-07-02 16:15:07.877034
A1;8.20;0;2022-07-02 16:15:13.297830
A1;8.00;0;2022-07-02 16:15:18.413348
A1;7.93;0;2022-07-02 16:15:23.809792
A1;7.90;0;2022-07-02 16:15:28.824373
A1;8.09;0;2022-07-02 16:15:34.720430
A1;8.08;0;2022-07-02 16:15:40.421421
A1;8.05;0;2022-07-02 16:15:45.510922
A1;7.97;0;2022-07-02 16:15:51.477686
A1;8.13;0;2022-07-02 16:15:56.743443
A1;7.97;0;2022-07-02 16:16:01.807148
A1;7.89;0;2022-07-02 16:16:07.551242
A1;7.98;0;2022-07-02 16:16:13.472503
A1;8.16;0;2022-07-02 16:16:18.706916
A1;7.99;0;2022-07-02 16:16:24.588858
A1;8.13;0;2022-07-02 16:16:30.487180
A1;7.90;0;2022-07-02 16:16:36.386518
A1;8.03;0;2022-07-02 16:16:42.261968
A1;8.03;0;2022-07-02 16:16:47.557669
A1;8.10;0;2022-07-02 16:16:53.099563
A1;8.24;0;2022-07-02 16:16:58.158014
